Any;mes;dia;C_HORA_TRUCADA;D_COORD_GEO_IMPACTE
2013;5;25;99;33390176 85274915
2014;5;21;99;77
2013;7;8;99;27960232 82062939
2014;1;17;99;30880092 81760348
2014;7;31;99;29098942 84587404
2013;7;12;99;29917598 82300789
2014;10;11;99;30067742 85075223
2014;10;8;99;30669901 83599848
2013;1;26;99;31646900 83802954
2013;7;15;99;424841.184, 4579924.653
2013;8;22;99;31453512 84175218
2013;5;7;99;77
2014;6;13;99;31280076 82069608
2014;12;16;99;29230929 82181191
2013;10;10;99;28248418 79444482
2013;12;11;99;77
2013;10;2;99;30597698 83336578
2013;3;7;99;27964571 83473933
2013;5;13;99;77
2013;1;1;99;28457517 85360942
2013;10;12;99;32666817 88907303
2014;11;6;99;29907066 84028651
2013;6;16;99;32319851 89169263
2014;2;2;99;77
2013;3;26;99;25779501 81232654
2013;1;25;99;30440290 88047576
2013;10;16;99;32288604 89047820
2014;2;24;99;31636551 88919765
2014;3;7;99;34421902 84034752
2014;10;4;99;29197935 84644917
2014;11;9;99;77
2014;8;9;99;77
2013;8;16;99;28915148 82561072
2014;4;14;99;33366311 85290735
2013;5;26;99;29791056 83290987
2014;1;28;99;27944547 83938724
2013;8;23;15,4;31416896 81158125
2013;9;27;99;29791056 83290987
2014;9;1;99;27594262 82587385
2013;5;23;99;77
2013;2;11;99;77
2013;10;3;99;77
2013;5;24;99;77
2014;7;12;99;32520112 85563757
2013;7;29;99;31198487 87053916
2013;1;5;99;32042941 84929981
2013;10;9;99;426692.408, 4580576.868
2013;2;20;20;30576695 82527888
2014;1;21;99;33366299 89052866
2014;2;16;99;77
2013;12;11;99;30502499 85062603
2013;9;19;99;29970676 85490602
2013;4;31;99;30774558 83514015
2013;10;21;99;30101781 84361336
2014;8;8;99;77
2014;4;8;99;28909883 81051804
2013;1;6;99;31165970 83515576
2013;9;16;99;31618619 85291378
2013;5;15;99;28742983 81209434
2014;6;29;99;30497438 81559399
2013;10;21;99;77
2013;9;13;99;77
2013;9;23;99;77
2014;1;13;99;31423337 81175750
2013;9;9;99;77
2014;9;11;99;29001747 84609295
2014;4;4;99;77
2014;7;18;99;29883987 82456454
2013;9;22;99;30007430 82387446
2013;5;4;99;30786038 79834608
2014;3;29;99;31611139 85451875
2013;11;14;99;31773241 86525866
2013;5;8;99;31927282 82184681
2014;2;21;99;77
2014;3;2;99;77
2013;5;16;99;27688526 84405874
2013;4;24;99;28630068 80964709
2013;12;11;99;28656779 86653785
2014;10;7;99;33136211 85134624
2014;8;1;99;29536730 82499427
2013;5;3;99;32817787 85338155
2014;4;18;99;27480988 80214108
2014;6;24;99;77
2013;4;13;99;27116108 84068492
2014;2;26;99;77
2013;4;2;99;31881980 84772920
2013;11;2;99;28319301 80327429
2013;8;7;99;29927107 82681506
2014;12;25;99;31660807 84179674
2013;11;10;99;77
2013;9;4;99;29729810 81925445
2014;11;30;99;31392415 84675798
2014;9;11;99;30521315 83604627
2014;6;13;99;30105416 82492041
2014;7;27;99;29546844 82304638
2014;8;9;99;29850818 83321842
2013;4;27;99;31242677 88684293
2014;11;5;99;28168681 82733666
2013;9;1;99;26057613 83854147
2013;6;14;99;29837789 82385999
2014;10;8;99;29271285 82968862
2013;2;15;99;28659603 82959292
2014;10;5;99;32026323 84355089
2014;8;21;99;33627500 85018437
2013;12;8;99;33682915 83104215
2013;4;27;99;32329041 83675142
2014;3;6;99;26506790 77043241
2014;3;24;99;30779226 82767324
2013;11;11;99;28037510 84037865
2013;4;25;99;29267397 82228024
2013;5;7;99;31055645 87303371
2013;1;14;99;27361576 81109721
2013;8;6;99;25240276 82146015
2013;4;16;99;28633550 84718692
2013;1;29;99;30707126 80917075
2014;5;28;99;77
2013;8;7;99;31288332 82047934
2014;12;4;99;27707232 83200814
2013;4;7;99;30094863 83027626
2013;9;28;99;29924980 80927214
2014;4;25;99;29255174 82023662
2013;4;28;99;27907690 85403271
2013;9;14;99;29579561 82713964
2013;3;14;99;27677882 85350377
2014;12;9;99;28007527 80984286
2013;10;13;99;26822227 84678089
2014;3;23;99;77
2014;11;4;99;30234976 82128145
2014;5;5;99;77
2013;11;3;99;77
2013;8;20;12,14;27603502 82590668
2014;12;16;99;31450444 84172406
2014;9;27;99;30263764 82598070
2013;10;23;99;26925428 83033454
2014;7;17;99;32320279 89171248
2014;6;21;99;31878892 87510860
2013;4;2;99;30374365 82213709
2014;1;18;99;33460052 82876277
2014;11;9;99;29547768 82112211
2013;10;9;99;30538910 82527715
2013;7;11;99;32318708 89276007
2014;1;11;99;31223041 83137266
2013;6;27;99;30190351 82743963
2014;2;24;99;77
2013;6;25;99;77
2013;11;20;99;28608572 87015823
2014;5;17;99;32465536 88904780
2013;9;14;99;29202140 86131264
2013;12;14;99;77
2013;10;23;99;77
2013;11;27;99;77
2013;10;14;99;30358164 82731868
2014;4;10;99;77
2013;5;21;99;31169282 88508727
2014;6;7;99;77
2014;3;12;99;32700727 82145386
2014;11;18;99;28104196 82512940
2014;9;30;99;426726.179, 4580781.741
2013;4;27;99;29758343 80929180
2013;1;26;99;77
2013;4;20;1,4;77
2014;5;4;99;27975093 85536616
2013;3;28;99;77
2013;3;6;99;33320103 83037943
2014;3;16;99;28566952 82646700
2014;1;31;99;28735305 84928487
2013;1;6;99;26325901 82761735
2014;7;2;99;31841293 84356037
2013;10;1;99;26398955 84233503
2014;12;4;99;29769767 78665191
2013;3;14;99;27981780 80985216
2014;5;3;99;28156148 82777371
2013;4;6;99;427392.553, 4579086.324
2013;1;13;99;27167646 81805288
2013;2;22;99;32408705 89096174
2013;3;23;99;31219890 87857292
2014;12;24;99;77
2014;9;8;99;31276031 86474020
2014;5;24;99;29647841 83242193
2014;6;1;99;29233035 81238363
2013;2;19;99;27987027 83798588
2013;9;17;99;27962573 82681338
2014;4;27;99;31461244 84542851
2013;9;25;99;77
2014;6;14;99;32658798 83714518
2013;9;17;99;31464242 84178134
2013;6;28;99;77
2013;6;18;99;30762392 83127614
2014;4;3;99;28378912 77885268
2014;4;8;99;33257752 84946352
2014;11;15;99;31617947 85978306
2014;12;16;99;77
2013;7;4;99;77
2013;6;11;99;30977171 85898128
2013;1;2;99;77
2013;4;22;99;77
2013;6;5;99;30145341 82093853
2013;4;10;99;31908039 86879905
2013;11;5;99;31935628 84453878
2013;11;18;99;77
2013;3;15;99;77
2013;10;10;99;77
2013;7;26;99;30178839 84917045
2013;6;10;99;77
2013;8;20;99;31609024 83628572
2014;12;13;99;77
2014;8;21;99;27340830 81898591
2014;1;11;99;77
2013;4;15;99;28331123 80350808
2013;12;4;99;28969038 83258119
2014;10;8;99;31315331 85966261
2014;6;31;99;77
2014;4;3;99;77
2013;4;31;99;30557803 80923484
2014;4;29;99;77
2014;5;4;99;77
2014;9;13;99;27568928 82778455
2014;8;19;99;27793051 79846907
2014;4;18;99;27041599 81028909
2014;9;25;99;31731716 84628540
2013;6;14;99;29650184 84925789
2014;8;3;99;28576655 82948906
2014;12;18;99;77
2013;9;22;99;28622966 78723012
2013;3;28;99;77
2014;2;21;99;29840254 82777327
2014;10;13;99;77
2013;4;2;99;77
2014;5;8;99;30027797 80924714
2014;4;19;99;77
2014;10;26;99;32229469 84154088
2014;4;16;99;35104447 84856349
2014;1;25;99;28705070 82794317
2013;6;30;99;30789136 83524988
2014;10;17;99;77
2013;11;28;14,4;29397165 88002486
2014;12;11;99;77
2013;5;11;99;29194482 83454330
2014;3;20;99;28360918 81564109
2014;7;14;99;77
2013;4;26;99;77
2013;10;16;99;77
2014;9;19;99;34466475 83961854
2013;11;19;99;29962520 82895192
2014;11;25;99;26255111 81366950
2013;1;14;99;31622852 81711116
2013;10;24;99;30883726 84189695
2014;3;22;99;77
2013;9;18;99;30678565 80443652
2013;9;18;99;32132026 85388471
2014;5;9;99;32521268 85556784
2014;4;26;99;31291695 81063005
2014;6;19;99;26130541 76842557
2014;6;31;99;28242627 80248620
2013;4;18;99;31232843 88085257
2014;11;20;99;77
2014;4;11;99;30776732 83140919
2014;9;8;99;27628166 82642939
2013;3;28;99;31636017 84353221
2014;10;22;99;27075293 83910943
2014;10;24;99;30987178 85403195
2013;6;14;99;32142929 85344123
2014;5;1;99;29762615 86548007
2013;6;11;19,5;30818755 84493261
2014;12;14;99;27749641 83685216
2013;3;20;99;77
2013;7;26;99;26003957 83774213
2013;2;18;99;29763601 86533558
2013;7;12;99;77
2014;5;27;99;77
2014;1;25;99;77
2014;2;31;99;29267010 82785307
2014;10;1;99;30437071 82996704
2013;8;19;99;29650950 82965610
2014;2;24;99;31362635 82922088
2013;7;29;99;31847324 84359821
2013;6;4;99;32848809 89438561
2013;11;12;99;426482.668, 4580850.757
2013;9;30;99;424564.148, 4579673.214
2014;2;11;99;31183836 84278722
2013;8;27;99;30192153 87452725
2013;11;1;99;25862768 82031416
2014;12;28;99;33196031 88670680
2013;1;20;99;77
2013;6;29;99;77
2013;12;12;99;28145686 80169893
2014;4;22;99;29681184 84961545
2013;7;5;99;32140071 85964889
2013;4;18;99;30088006 83018883
2014;11;12;99;27909280 80033920
2013;9;21;99;32476502 85791387
2014;5;22;99;28089539 82495539
2014;11;26;99;28739190 83928951
2014;12;5;99;25774435 81968170
2013;9;9;99;77
2013;9;13;99;32700000 85388964
2013;12;5;99;31006705 82939756
2013;7;1;99;25816306 76647679
2013;1;1;99;30339571 82519369
2014;9;30;99;31351491 87054249
2013;2;8;99;27975468 82218431
2014;2;21;99;28211873 85909793
2014;3;30;99;28222998 81938556
2013;7;9;99;77
2013;2;26;99;33364199 83373716
2013;4;22;99;31898549 86083066
2013;8;13;99;28393763 83554368
2014;7;4;99;30897402 87478913
2014;7;6;99;77
2013;8;26;99;426271.394, 4580629.010
2014;4;26;99;30272703 82639818
2013;9;27;99;30741088 88424374
2013;4;31;99;33985772 87895746
2013;5;20;99;77
2014;1;19;99;30449866 82435824
2014;9;12;99;77
2013;12;24;99;33074157 85009295
2013;8;11;99;77
2013;9;29;99;28629993 84342818
2014;3;30;99;33146473 84369009
2014;5;31;99;31445580 83423880
2014;10;22;99;77
2014;7;14;99;28461486 85124530
2014;5;17;99;26542194 84401805
2013;7;26;99;31448945 85785772
2014;12;6;99;30884178 85142229
2013;7;9;99;77
2014;10;9;99;31472031 83996861
2013;4;14;99;29622133 82187298
2013;9;4;99;28677551 87227466
2013;12;10;99;28378120 87345582
2014;4;18;99;77
2014;2;24;99;32314507 89162720
2014;12;2;99;33985908 85606052
2013;8;6;99;77
2013;2;7;99;25436273 81884834
2013;9;31;99;30138106 84330429
2014;3;16;99;77
2013;6;13;99;30297295 82268730
2014;7;2;99;26109678 85523713
2014;3;22;99;31197438 80630280
2014;1;21;99;30405557 83336341
2013;2;21;99;77
2013;7;24;99;32319829 89085421
2013;7;4;99;32548957 81337715
2013;10;14;99;27699761 83254811
2014;2;8;99;77
2014;11;18;99;30374009 82212168
2014;7;9;99;31690446 83357560
2014;5;19;99;32161664 85973700
2014;1;11;99;77
2013;8;8;1,05;33772873 86044205
2013;5;23;99;77
2014;11;31;99;33335812 85885556
2014;6;24;99;29642597 81606335
2014;4;17;99;32045971 82059568
2013;4;23;99;32892359 84832674
2014;4;21;99;26846503 81476208
2013;9;7;99;27793610 79869967
2013;8;23;99;28875298 81648822
2014;3;22;99;29463062 82782656
2014;4;14;99;77
2013;10;13;99;30700329 83584076
2014;3;1;99;32865249 88959777
2013;10;16;99;29701337 80923728
2014;1;1;99;77
2014;3;11;99;29721950 84278856
2013;9;8;99;29447972 83176614
2014;4;2;99;32122405 88117009
2013;4;22;99;77
2014;2;14;99;27412935 85207361
2013;5;20;99;77
2013;1;10;99;29703612 80936512
2013;9;4;99;27620026 83505768
2014;12;21;99;29444938 83181955
2013;5;29;8;424958.002, 4578673.287
2013;12;26;99;32316857 89161151
2014;7;16;99;31886020 84779181
2014;10;21;99;77
2014;4;21;99;77
2013;11;3;99;30275201 82821946
2013;12;10;99;34126235 86140682
2013;2;9;99;29639113 82403046
2014;11;28;99;28979873 81937375
2013;1;6;99;29150607 82855763
2013;9;8;99;77
2013;10;3;99;29784099 86423074
2014;10;26;99;30468629 80919549
2014;5;18;99;30110831 88162368
2013;3;17;99;30879278 81391175
2014;7;11;99;425196.245, 4579469.592
2013;10;21;99;41.3597502, 2.126728
2014;7;9;99;77
2014;3;1;99;77
2014;2;28;99;29456139 86736395
2014;8;22;99;28797121 80776301
2014;9;26;99;28854685 82003145
2014;5;20;99;27129390 82021013
2014;11;18;99;27134429 83601626
2013;9;13;99;77
2013;8;14;99;26957434 82885966
2013;11;13;99;34465589 83961894
2014;5;10;99;28316897 77688660
2013;9;3;99;31945389 83878934
2013;3;6;99;32566712 83242318
2014;8;23;99;77
2014;1;21;99;28921742 78224148
2013;6;10;99;34454780 84370476
2013;12;3;17,17;27795467 83512218
2014;5;16;99;33071083 83092137
2013;1;20;99;31128516 83099330
2014;6;6;99;77
2013;3;24;99;77
2014;2;26;99;77
2014;11;22;99;30990457 80924566
2014;12;5;99;77
2014;9;14;99;29027877 83064298
2013;5;11;99;30834629 79967911
2014;11;17;99;29670316 86765284
2014;7;18;10,5;30273883 80928283
2013;5;10;99;28508087 82859338
2013;8;30;99;29455569 82026926
2014;2;16;99;27038053 84866532
2014;8;8;99;32363893 89380865
2013;4;18;99;77
2014;11;29;99;29871171 82429475
2014;2;1;99;27761835 82648678
2014;11;25;17,1;77
2014;12;20;99;34189130 83694220
2014;2;17;99;26806136 83747580
2014;7;5;99;30279416 82842382
2013;2;8;99;28000242 83980781
2014;6;9;99;32147328 86014601
2013;10;23;99;77
2014;3;7;99;77
2013;7;30;99;31340929 82667834
2014;3;26;99;30177964 81882055
2014;6;24;99;28482960 80499787
2014;4;24;99;27612457 85321767
2014;3;8;99;77
2014;7;26;99;30279590 82848162
2013;8;28;99;29845910 81808243
2013;10;21;99;77
2013;4;26;99;25914659 83466654
2013;3;22;99;30600943 84881541
2014;10;1;99;30623807 80524481
2013;1;2;99;77
2013;5;5;99;425821.765, 4579057.778
2014;8;9;99;30101979 81356507
2014;12;20;99;30320841 81312761
2013;4;18;99;77
2014;11;8;99;77
2014;1;19;99;31135077 81054105
2014;11;22;99;426594.164, 4580494.175
2014;10;24;99;29345809 83047399
2014;10;23;99;77
2014;11;21;99;77
2013;4;19;99;29205598 84151239
2014;1;8;99;28723298 87289832
2013;6;26;99;33765851 84300969
2014;7;12;99;77
2013;12;15;99;28052459 80074789
2014;5;2;99;28634034 81332816
2013;6;18;99;30178448 88093233
2014;11;24;99;31278163 87707282
2013;10;30;99;32529804 87912937
2013;3;16;99;77
2013;8;26;99;427188.804, 4579442.747
2014;9;21;99;28269682 84216308
2014;5;4;99;29498475 83270446
2014;4;11;99;77
2014;4;16;99;32952689 84563100
2014;7;19;99;31397657 83352967
2013;4;20;99;29892934 82335956
2013;12;23;99;32453999 89230926
2013;10;8;99;27921243 82691278
2013;9;15;99;29633431 84901584
2013;5;24;99;32158875 88559403
2013;4;25;99;27367462 81009184
2014;7;13;99;77
2014;12;29;99;33618221 83610884
2013;11;27;99;77
2014;2;10;99;425095.065, 4579090.583
2013;4;24;99;33550520 86925416
2013;12;31;99;77
2013;3;25;99;26442772 84309817
2014;6;27;99;26893159 83696396
2014;10;14;99;32691959 88905813
2013;2;26;99;27710269 81913749
2014;4;4;99;33343017 85688176
2013;12;26;99;30012762 85190038
2013;1;9;99;29472226 82047497
2014;2;17;99;33004365 85491087
2013;2;3;99;32273239 81837699
2014;12;4;99;30521309 84387397
2013;12;18;99;77
2013;6;24;99;29328675 81719109
2014;1;9;99;33546385 84524406
2014;12;18;99;29445702 86613948
2013;3;12;99;28842126 82596633
2014;2;12;99;32619800 83955068
2013;4;16;15,18;32915451 82109733
2014;1;20;99;33044186 82483331
2014;8;3;99;29728693 81723018
2013;10;1;99;29353613 80934489
2013;9;31;99;28592079 81376721
2014;3;7;99;77
2014;6;30;99;30992388 80476107
2013;6;29;99;28686911 82404730
2014;7;13;19,3;31467969 82657952
2014;1;14;99;31654103 81572097
2014;2;23;99;33952209 85638203
2013;7;6;99;41.369379,2.022294
2014;3;20;99;29083505 82403372
2013;8;20;99;77
2014;12;29;99;27765561 78350935
2014;4;13;99;32023670 83207987
2013;2;8;99;77
2013;12;1;99;30561585 83104435
2013;6;17;99;30971982 82940018
2014;8;22;99;30210697 86825731
2014;10;7;99;33762585 84496171
2013;4;27;99;27168574 81372365
2014;6;13;99;30768550 81930575
2013;5;27;99;29268081 81630199
2014;2;17;99;26064304 83915637
2014;5;4;99;30743570 79764687
2014;3;26;99;29748435 84998101
2013;11;25;99;28487762 80806222
2013;7;18;99;33507920 86850576
2014;3;16;99;30978415 80206678
2014;12;15;99;32462272 82946013
2013;8;26;99;28411698 81566789
2014;1;20;99;31196011 84858647
2013;6;20;99;25566655 81917392
2013;7;22;99;33377270 85679502
2013;7;1;99;30989221 83686986
2013;9;14;99;32310222 85575245
2013;7;13;99;27709329 83242805
2013;7;9;99;28282530 84213282
2014;7;24;99;31549110 84257125
2013;7;11;99;26790302 82337463
2013;1;19;99;32839921 81990967
2014;12;15;99;77
2013;9;15;99;27926742 85505146
2013;12;15;99;32872934 87001993
2013;5;8;99;32747462 88930328
2014;1;13;99;33650036 85756163
2013;1;17;99;28570530 84042503
2013;3;3;99;28718614 80324102
2014;12;13;99;77
2014;7;21;99;27654988 81603927
2013;6;1;99;32511458 85800391
2013;4;17;99;77
2014;9;15;99;77
2013;11;5;99;31352262 83310520
2013;1;6;99;32549918 82858604
2013;6;21;99;77
2013;8;21;99;28697722 84912448
2013;12;29;99;30764687 82935031
2014;11;18;99;77
2013;9;25;99;29053926 82433525
2014;4;24;99;30279851 82847783
2014;1;5;99;29667607 86106420
2014;7;23;99;25574640 82828853
2013;8;4;99;31694761 83941323
2013;6;20;99;32234109 87118616
2013;2;8;99;30301796 83067698
2013;4;20;99;77
2013;10;11;99;28486483 81221036
2014;10;28;99;77
2014;8;11;99;30534744 86762038
2014;2;15;99;34108837 83783723
2014;9;14;99;30162554 86305019
2013;11;4;99;27157078 81269109
2014;8;7;99;30798435 84668221
2014;4;23;99;29684609 84948020
2014;7;10;99;77
2013;7;30;99;30463627 88286764
2014;12;11;99;30155386 81715177
2013;3;17;99;77
2014;3;3;99;31609024 83628572
2013;8;21;99;427386.540, 4579803.368
2013;2;21;99;27562469 83224309
2013;10;18;99;30099738 85274032
2014;1;11;99;31570580 81767915
2014;10;29;99;77
2014;7;27;99;77
2014;3;4;99;77
2013;7;19;99;31647981 83800502
2014;1;14;99;41.367397,2.018367
2013;9;20;99;33577374 88787681
2014;3;3;99;28105864 84463592
2013;8;12;99;26845047 84718075
2013;4;18;99;29451594 83168214
2013;2;20;99;32422134 83577004
2013;3;13;99;31564140 82660082
2013;7;18;99;424944.078, 4577764.998
2013;5;25;99;31583351 83909677
2014;6;28;99;27834619 81087166
2013;7;18;99;32170086 81368944
2014;10;25;99;33500518 82925300
2013;5;8;99;28504009 82025857
2014;8;22;99;32209205 83002017
2014;6;11;99;77
2014;6;15;99;32647464 88904696
2013;6;5;99;30324266 83260830
2014;10;24;99;77
2014;6;26;99;33272874 84390234
2014;1;18;99;32142775 81798774
2014;1;29;99;77
2014;12;11;99;31861865 87013203
2014;1;18;99;27832995 83481012
2014;5;8;99;31277127 82833182
2013;11;14;99;28274166 79319145
2013;6;10;99;31902375 86127807
2013;12;2;99;28550403 80974911
2014;7;26;99;32502488 86140060
2013;7;3;99;30278021 82827644
2014;6;12;99;30036448 82818676
2013;1;27;99;31128089 85551272
2013;4;26;99;31249287 88690277
2013;5;17;99;28156468 82800730
2013;9;10;99;28903414 80983058
2013;9;21;99;31693623 88811386
2014;1;12;99;77
2013;12;2;99;30686573 82672060
2013;7;3;99;77
2013;9;7;99;29065891 81837927
2014;12;24;99;424841.120, 4581140.259
2014;11;18;99;30881952 83804462
2014;11;27;99;26655188 83735807
2013;11;17;99;30274166 88587878
2014;9;26;99;28794006 86133565
2014;8;13;99;33307508 88411307
2013;10;8;99;31446211 88771619
2013;5;27;99;26785563 84614517
2013;4;13;99;30611864 83724017
2013;7;26;99;33366062 85856744
2013;6;10;99;27523862 83479706
2014;8;6;99;77
2014;11;29;99;30684414 80921088
2014;2;4;99;27853812 80990300
2014;4;17;99;77
2013;1;27;99;29485198 84468235
2013;10;31;99;29396925 86250389
2014;4;18;99;30816427 79917675
2014;2;12;99;77
2014;10;22;99;25661471 83020884
2014;12;26;99;425106.013, 4580320.515
2014;12;3;99;28691359 87165107
2013;4;3;99;77
2013;3;4;99;30517964 79427573
2013;6;6;99;77
2013;2;6;19,32;29457468 80944263
2014;12;19;21,2;26668717 82280038
2014;7;11;19,5;32246874 82969248
2014;10;15;99;30259041 86781755
2014;7;10;99;77
2014;11;14;99;27628144 82165332
2013;8;4;99;77
2013;10;4;99;27473760 84330688
2013;10;13;99;77
2014;10;19;99;30135374 83629888
2013;5;25;99;30333328 82549907
2013;3;31;99;32633221 86777440
2014;7;27;99;29396774 83220756
2014;3;1;99;28619749 82330188
2014;7;10;99;77
2013;11;11;99;31154378 82180122
2013;12;29;99;26208404 81255437
2013;6;29;99;30561011 87213806
2013;1;14;99;31599072 88484776
2013;3;13;99;27712541 85334759
2014;11;27;99;29850418 81806775
2013;1;26;99;30206179 82097926
2013;11;11;99;31049843 88913250
2014;7;21;99;28034725 84654936
2014;12;6;99;30828279 83364484
2013;1;11;99;31645449 87035456
2014;3;20;99;31666213 84376351
2014;6;12;99;30550554 81608793
2014;1;12;99;77
2014;9;18;99;30377615 82936241
2013;10;14;99;77
2013;12;22;99;30766389 85267131
2014;4;11;99;27435425 80255419
2014;5;9;99;29315943 83159437
2014;7;29;99;32127895 85148835
2014;4;26;99;77
2013;11;22;99;33738328 85859857
2014;5;2;99;32088985 88712679
2013;2;28;99;77
2013;2;1;99;28861961 83815765
2014;3;24;99;77
2014;12;8;99;77
2013;5;29;99;77
2014;2;17;99;31463262 83792176
2014;3;21;99;28744747 82456725
2014;3;5;99;27574975 83478198
2014;6;18;99;77
2013;8;29;99;30689163 82861470
2013;10;19;99;77
2014;6;3;99;27685921 83219721
2014;12;23;99;27810643 85357217
2014;7;9;99;31930329 81762013
2014;12;20;99;31672473 88984457
2013;12;26;99;77
2014;1;27;99;32511604 84168809
2014;12;31;99;77
2014;4;3;99;27944280 82739473
2014;7;8;3,2;26617876 76072223
2013;3;28;99;27934015 84352758
2013;8;11;99;33950809 85838505
2014;3;27;99;77
2013;7;26;99;426795.177, 4577963.328
2013;7;26;99;31294537 86363534
2014;10;18;99;77
2013;12;13;99;32369593 85713254
2013;11;26;99;30819772 84677384
2014;3;4;99;77
2014;3;27;99;77
2014;7;28;99;77
2014;7;3;99;77
2014;2;19;99;28403983 86481312
2013;10;12;17,25;426244.738, 4580354.187
2013;12;14;99;30240426 84101229
2014;5;13;99;27688526 84405874
2013;11;2;99;28488160 80366974
2013;12;2;99;32059725 84566342
2013;10;1;99;31246146 82092643
2013;10;25;99;25497115 82233981
2014;11;7;99;77
2013;1;25;99;28607372 83700626
2013;3;8;99;32495270 86134597
2013;1;30;99;31400989 81943274
2014;4;21;99;32330214 89298189
2013;12;12;99;77
2013;11;2;99;28853463 83016085
2014;5;10;99;77
2014;7;19;99;32470301 89088919
2013;8;4;99;77
2013;7;19;1,1;28982961 82879079
